ID 	nb 	source 	last_update 	data 	taxonomy
Burkholderia_pseudomallei_1710b_uid58391 	715 	NCBI 	2015-02-18.014132 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group
Burkholderia_pseudomallei_668_uid58389 	716 	NCBI 	2015-02-18.014150 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group
Burkholderia_pseudomallei_BPC006_uid174460 	717 	NCBI 	2015-02-18.014156 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group
Burkholderia_pseudomallei_K96243_uid57733 	718 	NCBI 	2015-02-18.014203 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group
Burkholderia_pseudomallei_MSHR305_uid213227 	719 	NCBI 	2015-02-18.014209 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group
Burkholderia_pseudomallei_MSHR346_uid29855 	720 	NCBI 	2015-02-18.014215 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group
Burkholderia_pseudomallei_MSHR346_uid55259 	721 	NCBI 	2015-02-18.014222 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group
Burkholderia_pseudomallei_NCTC_13179_uid226109 	722 	NCBI 	2015-02-18.014228 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group
Burkholderia_rhizoxinica_HKI_454_uid60487 	723 	NCBI 	2015-02-18.014240 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia
Burkholderia_terrae_bs001_ensembl_74_GCA_000265115.1 	724 	ensembl 	2015-02-18.014259 	data 	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia terrae;Burkholderia;Terrae
Burkholderia_thailandensis_E264_uid58081 	725 	NCBI 	2015-02-18.014306 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group
Burkholderia_thailandensis_MSMB121_uid201037 	726 	NCBI 	2015-02-18.014312 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group
Burkholderia_vietnamiensis_G4_uid58075 	727 	NCBI 	2015-02-18.014318 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
Burkholderia_xenovorans_LB400_uid57823 	728 	NCBI 	2015-02-18.014325 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia
Burkholderiales_bacterium_1_1_47_GCA_000144975.1 	729 	ensemblgenomes 	2015-02-18.014337 	data 	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;unclassified Burkholderiales (miscellaneous);Burkholderiales;Bacterium
Butyrate_producing_bacterium_sm4_1_GCA_000210675.1 	730 	ensemblgenomes 	2015-02-18.014344 	data 	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;unclassified Clostridiales;unclassified Clostridiales (miscellaneous);butyrate-producing;Bacterium
Butyrate_producing_bacterium_ss3_4_GCA_000209895.1 	731 	ensemblgenomes 	2015-02-18.014351 	data 	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;unclassified Clostridiales;unclassified Clostridiales (miscellaneous);butyrate-producing;Bacterium
Butyrivibrio_fibrisolvens_uid197155 	732 	NCBI 	2015-02-18.014357 	data 	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Butyrivibrio
Butyrivibrio_proteoclasticus_B316_uid51489 	733 	NCBI 	2015-02-18.014404 	data 	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Butyrivibrio
Caldicellulosiruptor_bescii_DSM_6725_uid59201 	734 	NCBI 	2015-02-18.014411 	data 	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Caldicellulosiruptor
Caldicellulosiruptor_hydrothermalis_108_GCA_000166355.1 	735 	ensemblgenomes 	2015-02-18.014417 	data 	cellular organisms;Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Caldicellulosiruptor;Caldicellulosiruptor hydrothermalis;Caldicellulosiruptor;Hydrothermalis
Caldicellulosiruptor_hydrothermalis_108_uid60157 	736 	NCBI 	2015-02-18.014424 	data 	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Caldicellulosiruptor
Caldicellulosiruptor_kristjanssonii_177R1B_uid60393 	737 	NCBI 	2015-02-18.014430 	data 	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Caldicellulosiruptor
Caldicellulosiruptor_kronotskyensis_2002_GCA_000166775.1 	738 	ensemblgenomes 	2015-02-18.014437 	data 	cellular organisms;Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Caldicellulosiruptor;Caldicellulosiruptor kronotskyensis;Caldicellulosiruptor;Kronotskyensis
Caldicellulosiruptor_kronotskyensis_2002_uid60491 	739 	NCBI 	2015-02-18.014443 	data 	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Caldicellulosiruptor
Caldicellulosiruptor_lactoaceticus_6A_uid60575 	740 	NCBI 	2015-02-18.014450 	data 	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Caldicellulosiruptor
Caldicellulosiruptor_obsidiansis_OB47_uid51501 	741 	NCBI 	2015-02-18.014456 	data 	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Caldicellulosiruptor
Caldicellulosiruptor_obsidiansis_ob47_GCA_000145215.1 	742 	ensemblgenomes 	2015-02-18.014502 	data 	cellular organisms;Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Caldicellulosiruptor;Caldicellulosiruptor obsidiansis;Caldicellulosiruptor;Obsidiansis
Caldicellulosiruptor_owensensis_ol_GCA_000166335.1 	743 	ensemblgenomes 	2015-02-18.014515 	data 	cellular organisms;Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Caldicellulosiruptor;Caldicellulosiruptor owensensis;Caldicellulosiruptor;Owensensis
Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289 	744 	NCBI 	2015-02-18.014521 	data 	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Caldicellulosiruptor
Caldilinea_aerophila_DSM_14535___NBRC_104270_uid158165 	745 	NCBI 	2015-02-18.014527 	data 	Bacteria; Chloroflexi; Caldilineae; Caldilineales; Caldilineaceae; Caldilinea
Caldilinea_aerophila_dsm_14535_nbrc_104270_GCA_000281175.1 	746 	ensemblgenomes 	2015-02-21.041802 	data 	cellular organisms;Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;Caldilinea aerophila;Caldilinea;Aerophila
Caldisericum_exile_AZM16c01_uid158173 	747 	NCBI 	2015-02-18.014533 	data 	Bacteria; Caldiserica; Caldisericia; Caldisericales; Caldisericaceae; Caldisericum
Calditerrivibrio_nitroreducens_DSM_19672_uid60821 	748 	NCBI 	2015-02-18.014540 	data 	Bacteria; Deferribacteres; Deferribacterales; Deferribacteraceae
Caldithrix_abyssi_dsm_13497_GCA_000241815.1 	749 	ensemblgenomes 	2015-02-18.015342 	data 	cellular organisms;Bacteria;unclassified Bacteria;Caldithrix;Caldithrix abyssi;Caldithrix;Abyssi
Calothrix_PCC_6303_uid183109 	750 	NCBI 	2015-02-18.014546 	data 	Bacteria; Cyanobacteria; Nostocales; Rivulariaceae; Calothrix
Calothrix_PCC_7507_uid182930 	751 	NCBI 	2015-02-18.014553 	data 	Bacteria; Cyanobacteria; Nostocales; Rivulariaceae; Calothrix
Campylobacter_03_427_uid226993 	752 	NCBI 	2015-02-18.014600 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_coli_1091_GCA_000253675.2 	753 	ensemblgenomes 	2015-02-18.014606 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_1148_GCA_000253715.2 	754 	ensemblgenomes 	2015-02-18.014613 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_132_6_GCA_000253775.2 	755 	ensemblgenomes 	2015-02-18.014619 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_15_537360_uid226113 	756 	NCBI 	2015-02-18.014626 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_coli_1891_GCA_000253795.2 	757 	ensemblgenomes 	2015-02-18.014632 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_1957_GCA_000253875.2 	758 	ensemblgenomes 	2015-02-20.005910 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_1961_GCA_000253895.2 	759 	ensemblgenomes 	2015-02-21.084056 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_2548_GCA_000253475.2 	760 	ensemblgenomes 	2015-02-18.014646 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_2680_GCA_000253515.2 	761 	ensemblgenomes 	2015-02-20.073623 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_2688_GCA_000253555.2 	762 	ensemblgenomes 	2015-02-21.035209 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_2692_GCA_000253575.2 	763 	ensemblgenomes 	2015-02-19.140704 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_76339_uid217050 	764 	NCBI 	2015-02-18.014652 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_coli_7_1_GCA_000253755.2 	765 	ensemblgenomes 	2015-02-18.014658 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_86119_GCA_000253655.2 	766 	ensemblgenomes 	2015-02-18.014705 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_90_3_GCA_000253435.2 	767 	ensemblgenomes 	2015-02-18.014711 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_CVM_N29710_uid219322 	768 	NCBI 	2015-02-18.014717 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_coli_lmg_23342_GCA_000254055.2 	769 	ensemblgenomes 	2015-02-18.014723 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_lmg_23344_GCA_000254075.2 	770 	ensemblgenomes 	2015-02-18.014730 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_lmg_9854_GCA_000253995.2 	771 	ensemblgenomes 	2015-02-18.014736 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_z156_GCA_000254235.2 	772 	ensemblgenomes 	2015-02-18.014742 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_coli_z163_GCA_000253455.2 	773 	ensemblgenomes 	2015-02-18.014748 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli;Campylobacter;Coli
Campylobacter_concisus_13826_uid58667 	774 	NCBI 	2015-02-18.014755 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_concisus_unswcd_GCA_000259315.1 	775 	ensemblgenomes 	2015-02-22.002140 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter concisus;Campylobacter;Concisus
Campylobacter_curvus_525_92_uid58669 	776 	NCBI 	2015-02-18.014801 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_fetus_82_40_uid58545 	777 	NCBI 	2015-02-18.014807 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_fetus_subsp_venerealis_nctc_10354_GCA_000222425.1 	778 	ensemblgenomes 	2015-02-18.014813 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter fetus;Campylobacter fetus subsp. venerealis;Campylobacter;Fetus
Campylobacter_hominis_ATCC_BAA_381_uid58981 	779 	NCBI 	2015-02-18.014819 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_hominis_atcc_baa_381_GCA_000017585.1 	780 	ensemblgenomes 	2015-02-18.014826 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter hominis;Campylobacter;Hominis
Campylobacter_jejuni_00_2425_uid219359 	781 	NCBI 	2015-02-18.014832 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_00_2426_uid219324 	782 	NCBI 	2015-02-18.014838 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_00_2538_uid219325 	783 	NCBI 	2015-02-18.014845 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_00_2544_uid219326 	784 	NCBI 	2015-02-18.014851 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_4031_uid222817 	785 	NCBI 	2015-02-18.014857 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_81116_uid58771 	786 	NCBI 	2015-02-18.014903 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_81_176_uid58503 	787 	NCBI 	2015-02-18.014909 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_IA3902_uid159531 	788 	NCBI 	2015-02-18.014916 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_ICDCCJ07001_uid61249 	789 	NCBI 	2015-02-18.014922 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_M1_uid159535 	790 	NCBI 	2015-02-18.014928 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_NCTC_11168_BN148_uid174152 	791 	NCBI 	2015-02-18.014934 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_NCTC_11168___ATCC_700819_uid57587 	792 	NCBI 	2015-02-18.014941 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_NCTC_11168_uid57587 	793 	NCBI 	2015-02-18.014947 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_PT14_uid176499 	794 	NCBI 	2015-02-18.014953 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_RM1221_uid57899 	795 	NCBI 	2015-02-18.014959 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_S3_uid159533 	796 	NCBI 	2015-02-18.015005 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_doylei_269_97_uid58671 	797 	NCBI 	2015-02-18.015012 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_jejuni_subsp_jejuni_1213_GCA_000254935.2 	798 	ensemblgenomes 	2015-02-18.015018 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_1577_GCA_000254955.2 	799 	ensemblgenomes 	2015-02-18.015024 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_1798_GCA_000254975.2 	800 	ensemblgenomes 	2015-02-18.015031 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_1893_GCA_000255015.2 	801 	ensemblgenomes 	2015-02-18.015037 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_1997_4_GCA_000254735.2 	802 	ensemblgenomes 	2015-02-18.015043 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_2008_988_GCA_000254655.2 	803 	ensemblgenomes 	2015-02-18.015049 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_260_94_GCA_000168135.1 	804 	ensemblgenomes 	2015-02-18.015056 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_327_GCA_000184845.2 	805 	ensemblgenomes 	2015-02-18.015102 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_81_176_GCA_000015525.1 	806 	ensemblgenomes 	2015-02-19.144643 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_84_25_GCA_000168195.1 	807 	ensemblgenomes 	2015-02-18.015108 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_lmg_23211_GCA_000255095.2 	808 	ensemblgenomes 	2015-02-18.015114 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_lmg_23216_GCA_000254295.2 	809 	ensemblgenomes 	2015-02-21.043810 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_lmg_23264_GCA_000254395.2 	810 	ensemblgenomes 	2015-02-21.052044 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_lmg_23269_GCA_000254415.2 	811 	ensemblgenomes 	2015-02-18.015121 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_lmg_9081_GCA_000254535.2 	812 	ensemblgenomes 	2015-02-18.015128 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_m1_GCA_000148705.1 	813 	ensemblgenomes 	2015-02-22.115651 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_nctc_11168_atcc_700819_GCA_000009085.1 	814 	ensemblgenomes 	2015-02-18.094506 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_jejuni_subsp_jejuni_pt14_GCA_000302555.2 	815 	ensemblgenomes 	2015-02-18.015141 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni;Campylobacter;Jejuni
Campylobacter_lari_RM2100_uid58115 	816 	NCBI 	2015-02-18.015148 	data 	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
Campylobacter_showae_rm3277_GCA_000175655.1 	817 	ensemblgenomes 	2015-02-18.015154 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter showae;Campylobacter;Showae
Candida_albicans 	818 	NCBI 	2014-05-22.073210 	data 	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; mitosporic Saccharomycetales; Candida
Candida_albicans_MO 	819 	NCBI 	2014-05-22.073310 	data 	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; mitosporic Saccharomycetales; Candida
Candida_albicans_SC5314_MO 	820 	NCBI 	2014-05-22.073319 	data 	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; mitosporic Saccharomycetales; Candida; Candida albicans
Candida_albicans_uid14005 	821 	NCBI 	2014-06-01.114601 	data 	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; mitosporic Saccharomycetales; Candida
Candida_dubliniensis 	822 	NCBI 	2014-05-22.073418 	data 	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; mitosporic Saccharomycetales; Candida
Candida_dubliniensis_CD36 	823 	NCBI 	2014-05-22.073521 	data 	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; mitosporic Saccharomycetales; Candida
